link,question,answer
https://eshaykh.com/family/marriagedivorce/marry-someone-i-met-on-internet/,"
Salam
I am in love with a guy I met on internet. Now as we want to marry, my mother does not want my family to know how I met him and the guy does not want to lie.
What should I do? Please help.
","

wa `alaykum salam 
The Truth has a way of coming out, so you may as well be up-front. In the end it’s not how you met but who you met and his good character that will be the main concern.
Before your meeting pray 2 raka`ts, ask Allah for His Divine Support, pay a sadaqa and then introduce him.
Taher Siddiqui
"
https://eshaykh.com/family/marriagedivorce/wanted-to-get-married/,"
Aoa, I wrote you before. I told you that a boy was interested in me who is a bit egoistic. It’s been almost two years that we broke up due to excessive fights. I cannot forget him any now. I want to get married to him. I prayed a lot, but I just cant forget him. I request  to do a ishtakara for me his name is [private] and his mother’s name is [private].  My name is [private] and my mother’s name is [private] kindly do this ishtakara for me and let me know the possible strongest wazifa. Sir I’m a decent girl and belong to a good family, but truly need a proper guidance. Thanks waiting deeply.
","
Recite Hasbunallah wa ni’ama ‘l-wakeel 100x and we pray Allah (swt) make it easy.
Shaykh Muhammad Hisham Kabbani
"
https://eshaykh.com/dreams/seeing-sheikh-nazim-giving-lecture/,"
ASSALAMUALAIKUM YA SAYADI MAY ALLAH GIVE YOU LONG LIVE
I had a dream that MAWLANA is giving a lecture in Arabic. I can’t understand but which I understand he is saying recite “SUBHANALLH HI WA BI HAMDIHI SUBHANALLAH HILAZEEM WA BIHAMDIHI”
AT 10.00-O- CLOCK I don’t know if it’s 10p.m. or 10 a.m.
Please Sayadi I’m very sinner and continously I’m suffering from different kind of waswsaas. How can I control on waswasaas and how can I strong my faith on dear MAWLANA.
 WALAKIUM SALAAM MADAD YA SAYADI MADADUL HAQ
","
wa `alaykum salam,
The dhikr Mawlana gave you in your dream is the prescription for you. Look at  it as if the doctor gave you medicine to get rid of a sickness, and try  to do it everyday.
We are all sinners, and we are  all in need for forgiveness. Try to make at least 100 times  “Astaghfirullah” every day. For Waswas, Mawlana prescribes 40-100 times a  day “A`udhu Billahi min ash-Shaytaani ‘r-rajeem Bismillahi ‘r-Rahmani ‘r-Raheem “.
Ali Elsayed
"
https://eshaykh.com/womens-issues/dua-of-hazrat-dawuda-s/,"
A.O.A…shykh I am in tough time now..i love someone
more then any thing and want to marry him. He also agreed but now suddenly he changed and said he will marry where his parents say. I am in deep sadness. Whatever i do i cant forget him. I pray but seems like nothing good happen and now about one month he stop talking to me..someone said me to recite hazrat dawud (a.s) dua wth 4 steps but i cant understand it how many times i have to do this wazifa nd how many days i have to wear the taweez? and after wearing taweez also recite the dua of hazrat dawud? if yes then how much? plz bhai do also pray for me im vry sad. plz May Allah. give u ajar for ur kindness…Ameen 
","
A`udhu billahi min ash-shaytan ir-rajeem
Bismillahi ‘r-Rahmani ‘r-Raheem
wa `alaykum salam,
Please see Shaykh Gibril’s answer here.
Staff
"
https://eshaykh.com/family/marriagedivorce/ishtikara-request/,"
Asalaam Alay Kum,
I am just writing to humbly request if you could advice us if my match is a blessed one. My name is [private], my fathers name is [private], My mothers is [private]. I wish to marry [private], her fathers name is [private] and mothers name is [private]. Both me and the girl are of the same culture, study together and also work together. Inshallah, we wish to now marry with the permission of our families, but seek your advice to see if the match is blessed so we can proceed inshalla!
Thank you and Shukar Alhamdhulillah!
If you could please keep the ages and names private, jhazakallah!
","
Alaykum Salam,
 In sha Allah it is a blessed match, trust in Allah and proceed.
Hajj Gibril Haddad
"
https://eshaykh.com/prayer_request/to-find-a-job-2/,"
salam, I hope you are well, i am tired of writing you about not been able to find a job,  hope less now, i don’t know its been three years and i cannot find work to support family ,
can you ask Mulana Hashmi to help me and make prayers . may be Allah will listen to him.
thank you.
","
wa alaykum salam,
In-sha-Allah Mawlana Shaykh Hisham Kabbani is praying for you.
You should not give up hope, rather keep on praying even stronger and never despair that Allah’s Mercy will not reach you!
Taher Siddiqui
"
https://eshaykh.com/dreams/i-saw-moulana-in-dream/,"
I take baya` from one of moulana’s khalifa in Abu Dhabi. I attend a zikr mehfil. When i came back i sleep and i saw moulana in dream. Moulana was in green Imama sharief. I saw he hug me and kiss me for a long time. I was very happy and my heart was going to heart attack. When i woke up i was very happy. Please advise what does it mean.
Jazakallah 
","
An excellent dream that is self-explanatory. Congratulations.
Hajj Gibril Haddad
"
https://eshaykh.com/prayer_request/suffering-from-black-magic/,"
assalamwalekum,
I’m from India married with [private] she became Muslim even her brother came into iman . but me and my family suffering from black magic . I have tried many things to come out of this but again same thing is happening. I feel tired, uneasiness specially when I sleep at nite, feel like something pulling my feet. Financially also I still don’t have any occupation as whatever I do just doesn’t workout. I pray 5 times a day and I’m looking for a solution Islamically . Please advice and pls pls remember me and my family in your special duas. JAZAKALLAH
","
wa ‘alaykum salam,
If you have not done so, take baya` online. Wear the Tawiz which has strong protection from for Sihr.
Taher Siddiqui
"
https://eshaykh.com/doctrine/question-continued/,"
Salamalakum, sorry, I posted a question 2 days ago but fear i may have been too vague. My main point/question is that doing my ‘Allah’s’ specifally, invoking God, I cant understand why tariqas concentrate on one who ‘officially’/’doctrinally’ isnt God.
I seem to be able to do the full quota of ‘Allah’s’ whilst concentrating on Maulana, for a couple of weeks, then my my mind suddenly gets badly hung up on this point.
By the way, I was also wondering, If the Prophet (saws) is inside, and corresponds to/is ar-Ruh al-Muhammadiyya (S), am I correct in thinking that this corresponds to the ‘Self’ (of all ‘selves’) found in other religious doctrines? If so, are our duas addressed and answered by this Self (and therefore ar-Ruh?)
Thankyou very much for you time and for this very valuable facility.
","
`alaykum assalam 
Concentrate on God with Mawlana as your imam.
Hajj Gibril Haddad
"
https://eshaykh.com/uncategorized/healing-broken-hearts/,"
Do you have a dua for someone who has been rejected by the love of his life and has been left broken hearted. He is in a lot of pain that has left him in sorrow and sadness.
","
Ya Jabbar (O Mender [of hearts]) daily x100 and Salawat as much as possible and regularly.
Hajj Gibril Haddad
"
https://eshaykh.com/sufism/cockiness-to-allah-swt-and-profets-pbuh/,"
Assalam u alaiku wa rahmatullahe,
About 8 years ago I started to accept every situation and every problem from destiny and Allah swt, and tried to not react against people. Everything changed, I was losing everything, had no success in my job, no money, family problems, no health, no country. Once I had a bad day I could not control myself and I did cockiness to Allah and Prophet pbuh. Since, I regret it and am asking for forgiveness. I don’t know if Allah  swt and Prophet pbuh forgive me or not but I can’t forgive myself.  Tell me what to do. Please. May Allah give you reward for it.
Wa salam
","
Wa`alaykumussalam,
Perhaps you were young and did not learn much about Islam. Now you may be older and wiser. Then keep on seeking knowledge of your religion and do good deeds with good intentions. If you have made repentance already, perhaps Allah Almighty has accepted that.
Abdul Shakur
"
https://eshaykh.com/prayer_request/istikhara-request-for-my-marriage-2/,"
My name is [private I am 20 years old I have met a good Muslim man [private] who is also 20 years old.. I am starting istikhara but could you please do istikhara and tell me if I should marry him. We both want to marry each other but his parents are being difficult as his father wants him to marry a cousin and in the same cast. Please, please make dua for us to marry happily and soon inshallah and that his family come round if this is right. Please guide me if this is the right boy for me or not xxx.
","
Mawlana Shaykh Hisham is praying for you. Recite “Ya Karim“x100 daily and
in sha Allah they might be more accepting. If no change by Eid you can
move on.
Hajj Gibril Haddad
"
https://eshaykh.com/prayer_request/marriage-60/,"
I am due to get married soon n I’m facing a lot of obstacles. I feel a bit down most of the time. I’m not excited, yet I feel its the right thing to do n I feel that this boy possesses the qualities I’m looking for. Is there anything I can read? Jazakallah
","
wa `alaykum salaam,
Recite “Astaghfirullah” 300x and “HasbunAllah wa ni’mal wakeel” 300x daily.
 Insha-Allah, you shall find an opening and ease.
Abdul Shakur
"
https://eshaykh.com/prayer_request/for-my-brothers-black-magic/,"
Dear Shaykhs Assalamulaykum wr wb
My brother has been told recently that our auntie has done Black magic on him as she is jealous. We are all praying that this magic finishes. Please Shaykh Nazim and Shaykh Hisham can you do a duwa that this magic never repeats on us again and that the magic on my brother comes off him and my family. Please can you pray or give me something (to read or wear) to protect me and my family. We have all taken bayat with you a few months ago. Thank you will all your kind help
 Wsalam wr wb 
","
wa `alaykum salam,
Read Ya Hafizh daily 100 times. Insha-Allah we pray for you.
Shaykh Muhammad Hisham Kabbani
"
https://eshaykh.com/family/deferred-bridal-dowry-included-in-estate/,"
My husband passed away. He is survived by me, a daughter, mother and full siblings. I am owed a deferred dowry in the amount of 5000 LE. What is the share of each heir and what is the legal ruling for the deferred dowry?
","
The deferred dowry is a debt owed to the wife which must be fulfilled before the division of the estate and anything beyond this is considered an inheritance to which the heirs of the deceased, including his wife, are entitled. The estate is to be divided as follows:
• The wife receives one-eighth of the estate as an obligatory share.
• The mother receives one-sixth of the estate as an obligatory share due to the presence of an inheriting descendant.
• The daughter receives one half of the estate as an obligatory share because she is the only descendant and does not have a brother through whom she becomes a co-universal heir.
• The siblings receive the rest of the estate, each male receiving twice the amount of each female, as universal heirs since there is no other heir who has an obligatory share or a closer agnate.
The estate is divided into twenty-four fractions: the wife receives three, the mother four,
the daughter twelve and the siblings five, each male receiving twice the amount of each female. The estate of the deceased is divided as mentioned above if:
• The case is as mentioned in the question.
• There are no other heirs apart from those mentioned in the question.
• The deceased does not have an inheriting descendant who is entitled to an obligatory bequest.
Dar al-Iftaa al-Missriyyah
"
https://eshaykh.com/halal_haram/steroids/,"
Salam,
I wanted to know if oral or injected steroids for weight training are haram. The side effects of these are liver damage and even decrease size of private parts.
Thank you
","
Bismillahi ‘r-Rahmani ‘r-Raheem,
Islam forbids anything that harms us. Based on the side effects that you have mentioned, it is advisable to stay away from them.
Muhammad Razib
"
https://eshaykh.com/health-family/need-advice-about-surgical-operation/,"
Assalamualaykum ya Syaikh Hisyam,
I have breast tumor in my left side. I have consumed onion juice for 40 days before, but so far my tumor has not disappeared yet. Kindly need some advice from you is it necessary for me to have surgical operation to take it out? The size of the tumor is like chicken egg.  Also, would you mind to pray for me ya Sayyidi.
Thank you and I am looking forward to hear from you. I am sorry for my lack in bad adab.
Wassalamualaykum
","
wa `alaykum salam,
Give sadaqa and follow medical advice. If they say operation then go ahead and trust in Allah swt.
Hajj Gibril Haddad
"
https://eshaykh.com/family/marriagedivorce/remarry-2/,":
Wslm I am divorce woman with 2 kids and just want to know if Allah will let me meet a Muslim man. shukraan
","
wa ‘alaykum salam,
In-sha-Allah Mawlana Shaykh Muhammad Hisham Kabbani is praying for you.
Allah make it easy in-sha-Allah .
Taher Siddiqui
"
https://eshaykh.com/health-family/operation-2/,"
Hi,
I am due to have a Laprotomy operation to remove cyst and fibroid which maybe the reason why I haven’t been able to conceive for 6 years now, however I am so scared of the operation. The thought of having my stomach cut and the aftermath pain is getting me terrified, the doctors have ensured me that their will be pain relief but when I hear from other people I get really scared as they have found it really painful, please can you suggest something I can read prior to operation, which with the power of Allah can make it less painful as possible or even miraculously not painful at all. Jazakallah.
","
Ya Jabbar, Ya Latifu, Ya Karim x100 daily with sadaqa.
Hajj Gibril Haddad
"
https://eshaykh.com/doctrine/prayer-for-non-muslims-who-have-passed-away/,"
Does a good non-Muslim who believes in God have the chance to go to heaven? Shaykh Abdul Hakim Murad  suggests he has spoken to many scholars around the world and says it’s possible through Allah’s mercy and through the prophet (peace be upon him) praying for all? Is there is value in praying for those relatives passed away who were not Muslim.
","
We don’t pray for non-Muslims as they did not believe in our way of doing prayers. What Shaykh Abdul Hakim Murad suggests is acceptable and Allah swt knows best.
Imam Senad Agic
American Islamic Center – Chicago
Majlis #1 Head Imam (IABNA)
www.aicchicago.com
www.imamsenadagic.com
www.iabna.org
"
https://eshaykh.com/sufism/permission-sufism/can-i-read-2-wazifa-at-a-time/,"
I am reading ayaat e qutub and Sayyidina Dawood same time for different hajat …is it correct ..please give me permission
","
Yes, it is allowed to recite as many duas and wazifas for as many needs as one wishes.
Hajj Gibril Haddad
"
https://eshaykh.com/dreams/pious-person-and-money/,"
Assallamualaikum All.
I saw a local shaykh in my dream; Pir Muhammad Saqib bin Iqbal al Shami. I have never met this shaykh and have only seen a few of their lectures. In my dream people are giving the shaykh money. When it’s my turn and as soon as my hand places the shaykh’s it’s like I enter another realm. Just then I woke up as the feeling was too much. Is there any meaning to this dream? I am confused seeing a pious person must surely be a good sign? But the significance of money is worrying me? Your advice will be very much appreciated, as I know nothing. Thank you for your time.
","
`Alaykum as-Salam,
It is as you yourself have said in your question. As for money, it represents talk.
Hajj Gibril Haddad


"
https://eshaykh.com/family/marriagedivorce/istikhara-request-29/,"
Ya shaykh, I am besotted with this guy his name is [private], my name is [private].
Is he the one for me? I really like him but I want to keep it halal. He hasn’t had a good feeling after the Duah but I wanted to know from my shaykh if it is possible and also if not if there not a wazifa or surah we can read to destroy any bad happening and get married ?
Please help me I’m lost.
Jazak Allah Kairan
","
You have answered your own question by describing your state negatively and by observing that he also had negative feelings. It is best to move on and in sha Allah ask for a life filled with blessings with open eyes, beginning with transparency with parents, especially if you are young and never been married before.
Hajj Gibril Haddad

"
https://eshaykh.com/sunnah/miswak-with-left/,"
salam alaikum,
1. I have heard from Hanbali Scholar one should use miswak with left hands. Is this also the case in Shafi`i School?
2. While washing arms in wudu should one begin with elbows or with the hands according to correct Shafi´i opinion?
slm
","
Alaykum Salam,
1. There is a difference of opinion in the Hanbali school and many consider the right hand the more correct use. See Mardawi’s Insaf, Shinqiti’s Sharh Zad al-Mustaqni`. Majd al-Din Ibn Taymiyya (the grandfather) said it is Sunnah to use the right, but as for those who said to use the left no one said it is a Sunnah. As for the Shafi`i madhhab the consensus is that the Sunnah is the right hand.
2. When one pours the water on oneself in wudu‘ one begins with the hand (and toes) and ends up with the elbow (and heel), otherwise vice versa, when under a tap or when someone else pours the water then one begins with the elbow first.
Hajj Gibril Haddad

"
https://eshaykh.com/dreams/a-young-man-in-my-dream-for-marriage/,"
I am a 23 year old female. I am worried about my future life, cos the times are very bad. About a year ago, I had a dream where I saw a young man about my age with lots of noor on his face. A voice said his name is Muhammad. In the background, I saw my home town. I saw his face very clearly. When I woke, I had a very strong feeling that he will mean something to me one day. Could he be real? The dream was ultra strong and clear. Is this maybe why previous proposals didn’t work out?
","
wa `alaykum salam,
This was one of the inheritors of the secret of Sayyidina Muhammad (s) coming to give you spiritual support.  Seek to take initiation (baya`) with one of the descendants of our beleoved Prophet (s) and your wedding and all other affairs of your life will fall into place, insha-Allah.
W ‘Allahu `alam,
Taher Siddiqui
"
https://eshaykh.com/uncategorized/pls-ask-dua/,"
Assalamu alaikum
my sisters son [private] fell down and knocked his head, after that he vomited,,,Still he is not well,,Pls tell my Mawlana to ask dua for him,,to speed recovery,,May Allah bless you,,,
","
wa `alaykum salam,
Mawlana Shaykh Hisham is praying for you in sha Allah. If able give
 sadaqa daily, even small.
Hajj Gibril Haddad
"
https://eshaykh.com/sufism/sayyid-ad-dua-of-grandshaykh-q/,"
In the PDF document for Sayyid Ad Dua the last two paragraphs starting from “Allahuma ‘shfina washfi mardana...” to the end aren’t translated. Could you please provide me with a translation for it? I’ve been trying to find them for a long time. Thank you
","

Sayyid ad-Du`a of GrandShaykh has been updated on naqshbandi.org.
Staff
"
https://eshaykh.com/sufism/nur-the-divine-light/,"
As-Salaam aleikum,
It seems that the Divine Light (Nur) is slowly being removed from this world. Mawlana Shaykh also hinted at this in one of his sobhets when he declared that the Naqsibandi tarqiat is the only tariqat left who has Nur. All other spiritual movements are like “plastic cucumbers”.
Is it Allah’s will that the Divine Light is going away or is his Nur going away from the world because people believe less and less. In other words, can we as mere humans stop the disappearing of Nur or is this a futile exercise. I have heard that the Divine expands and subtracts his influence in this world and in his followers, so maybe the disappearing of Nur is just Allah ‘breathing in’.
Greetings
","
Alaykum Salam,
In Islam Allah and His Prophet has the last word so it does not matter how dark it gets, as foretold by the Prophet (upon him blessings and peace) in so many hadiths pertaining to the end of times (see Mawlana Shaykh Hisham’s book Armageddon). However, our task is to continue with dhikr and our individual responsibilities (whether of dunya or spiritual) and to plant the seed of goodness even if Resurrection is beginning the next minute.
Hajj Gibril Haddad
"
https://eshaykh.com/uncategorized/at-the-beginning-of-every-hundred-years-comes-a-prophet/,"
As Salamu ‘alaykum wa rahmatuLLAHi ta’Ala wa barakatuh,
Could you please cite the scholars regarding the matter that every hundred years there comes a prophet (I do not mean mujaddid).
Wa salam.
","
Alaykum Salam,
I do not know that saying. Some prophets lived up to a millennium such as Adam and Nuh, while others lived contemporaneously with one another such as Yaqub and his sons or Yahya and `Isa, and after the latter there were hundreds of years without prophets–upon our Prophet and all of them blessings and peace, so the saying that at the beginning of every hundred years comes a prophet does not appear to be accurate.
Hajj Gibril Haddad

"
https://eshaykh.com/family/marriagedivorce/love-marriage-10/,"
I’ve been with someone for 5 years, we were suppose to get engaged after he graduated school. He met my brothers and mother. After 2 and a half years he started to change out of nowhere. I’ve been loyal n very loving. I treat him like a king. We never fought or anything. Out of the blue he changed so we started to argue a lot. My intention was to marry this man. I love him so much. We broke up. Can you please help me get him back. I can’t read or write Arabic but I speak it very well. I have a pure heart for him and feel like he is suppose to be my husband.
Please help me.
","
Write him to let him know of your feelings as you just described them, and ask him to clarify his. Recite Ya Halim Ya Wadud for 40 days and if no progress move on.
Hajj Gibril Haddad
"
https://eshaykh.com/health-family/teeth-grinding/,"
Assalamualaikum Mawlana Shaykh Nazim and Mawlana Shaykh Hisham and all eshaykh guides. My sincere thanks for this wonderful website and its wealth of information. May Allah swt reward you and bless you.
Can you recommend an Islamic remedy for teeth grinding?
Thank you!
","
wa `alaykum salam,
Amin, and you too. Recite Fatiha 7 times over a glass of water and drink it. Keep to good thoughts and halal sights.
Hajj Gibril Haddad
"
https://eshaykh.com/uncategorized/is-my-baya-still-valid/,"
Assalaam Alaikum Wa Rahmatullah Wabarakatuhu,
I am asking you for something with full of shame for myself.
I took baya online back in 2008 and a few years afterwards I faced a spiritual crisis (due to my ego and private problems in my life) to the extent that I virtually doubted my faith in Islam. However, I never took someone else other than Almighty Allah to be my Lord as I know there is only ONE GOD. But I did doubt Islam as my religion.
Today, I have the same problems but I honestly regret what I did. Now, I always read shahada and make salawaat to the Holy Prophet Muhammad Salallahou Alayhi Wassallam often. Insha Allah I will be forgiven.
Regarding Tariqa, I want to know whether my Baya with Mawlana Shaykh Nazim is still valid.
May Almighty Allah through the Holy Prophet Muhammad Salallahou Alayhi Wassallam bless you.
","
wa `alaykum salam wa rahmatullahi wa barakatuh,
Please see Mawlana Shaykh Hisham’s answer in the Post “What breaks baya`“.
See also: Tauba and Baya
Staff
"
https://eshaykh.com/sufism/permission-sufism/permission-15/,"
As salamou alaikoum dear eshaikh staff,
May Allah protects you all and gives long life to mawlana sheikh Nazim. I would like to travel  to Cameron with my mother in January, can you ask mawlana sheikh Hicham permission for our travel, please?
","
Alaykum Salam,

Yes, and attend as many Mawlids as you can.
Hajj Gibril Haddad
"
https://eshaykh.com/halal_haram/congratulating-non-muslims-religious-festivals/,"
Is it permissible to congratulate non-Muslims on their religious festivals like Christmas, Diwali, etc.?
","
God Almighty says, “God does not forbid you from those who do not fight you because of religion and do not expel you from your homes – from being righteous toward them and acting justly toward them. Indeed, God loves those who act justly” (Quran 60: 8).
In Islamic law, there is no objection to congratulating and sharing peaceful non-Muslims their religious occasions that do not violate the fundamentals of Islam, especially if they are family members, relatives, neighbors, colleagues, etc. This is encouraged especially if they exchange congratulations with their fellow Muslims on the Islamic occasions as per the words of God Almighty, “And when you are greeted with a greeting, greet [in return] with one better than it or [at least] return it [in a like manner]” (Quran 4: 86).
Exchanging congratulations with non-Muslims does not mean acknowledging their disbelief but is from among the forms of righteousness and justice that God Almighty loves.
A Muslim is commanded to speak good words and treat others kindly in a manner that is conducive to loving Islam and introducing its tolerant nature and comprehensiveness. God Almighty says, “And speak to people good [words]” (Quran 2: 83). He also says, “And do not argue with the People of the Scripture except in a way that is best, except for those who commit injustice among them, and say, “We believe in that which has been revealed to us and revealed to you. And our God and your God is one; and we are Muslims [in submission] to Him” (Quran 29: 4).
As for the opinion of some scholars who maintain the prohibition of congratulating non-Muslims on their religious occasions, their prohibition only pertains to words which show acknowledgment of disbelief whether explicitly or implicitly, or to words that show acknowledgment of any of their invalid acts.
The ruling
Based on the above, congratulating non-Muslims on their occasions and accepting invitations to attend their celebrations do not necessitate acknowledging their disbelief or corrupt convictions.
And God Almighty knows best
Dar al-Iftaa al-Missriyyah
"
https://eshaykh.com/dreams/gold-pendant/,"
As salaamu  Alikum,
Last night I had a dream in which I saw I am looking out of my bedroom window as I looked on the sky 3 beautiful gold pendants  are coming down from sky one by one. When the 3rd gold pendant came it was so big and more beautiful than the other two. I saw this dream 15 mins before Fajar prayer.
","
Audhu billahi min ash-shaytan ir-rajim
Bismi-llāhi r-raḥmāni r-raḥīm:
Wa alaykumusalaam,
This dream can mean that three men are going to ask for your hand and you are going to make the best choice, Masha’Allah.
And Allah (awj) knows best.
Yassir Chadly
"
https://eshaykh.com/health-family/black-magic-nazar-ill-health/,"
Assalamualaikum,
My friend since years has had some sickness or the other, and not small like flu or fever, high blood pressure, migranes, heart pains, kidney pains, etc, visiting the hospital is common place now for him, same with his father and he had a constant heart problem, and he passed away, and now his mother is also very serious in the hospital and it isnt the first time for her either. His name is [priv] and his mothers name is [priv]. Could you please tell me whats wrong with them? Has someone done something to them because they own their own company and MashAllah they have done well for themselves, and people have always had a problem with that.
Please pray for them as well and tellme what should they do or read?
JazakAllah
","
wa `alaykum salam,
Mawlana Shaykh Muhammad Hisham Kabbani is praying for your parents. Let them continue treatment by physicians.
See the Post “Prayer Request: for black magic“.
Taher Siddiqui
"
https://eshaykh.com/prayer_request/good-to-bad/,"
Salaam,
I previously requested a prayer, and my answer was that I should go ahead with man I was getting to know, for marriage. I was told it was rather a blessing. But 1 month ago, things between us started getting nasty. He has now left me, without saying a reason. Since his father passed away he has not been the same. We have now stopped talking. I really do love him but he does not seem to understand. Please could you help me. My name is [private]. His names is [private]. His mothers name is [private]. Please could you help me out.
","
Alaykum Salam,
Mawlana Shaykh Hisham is praying for you. Recite Hasbiya Allah wa ni’ma al-Wakil x1000 daily. Allah will provide.
Hajj Gibril Haddad
"
