link,question,answer
http://www.sistani.org/english/qa/01245/,"Some Western governments allow the daughter to be independent of her parents, after she has passed the age of sixteen. If she seeks her parents advice, it is only for seeking their opinion or out of respect for them. Is such a virgin girl allowed to marry, be it permanent or a temporary marriage, without the consent of her father?","If this means that the father has allowed her to marry whomsoever she wants or that he has withdrawn from interfering in the matter of her marriage, it is permissible for her to do so; otherwise, based on obligatory precaution, it is not permissible."
http://www.sistani.org/english/qa/01130/,Is it permissible to keep a dog as a pet in my house?,"It is better not to, and its preferable to choose another animal as a pet, as a dog is ritually impure (Najis) according to Islamic law, and thus it would cause one to live with considerable difficulty. It's also been mentioned that prayers in a place with a dog around is abominable (Makrooh)."
http://www.sistani.org/english/qa/01208/,"Is the chin obligatory to be covered as a form of Hijab, or is it part of the face, and not obligatory to be covered?","When the woman wears Hijab, usually her head, neck and body is covered, including the chin and some extra area, this part is not compulsory to cover."
http://www.sistani.org/english/qa/01260/,What is the fatwa about co-education? Is co-education permissible?,"If there is an evil in co-education, it is not allowed and Islam does not permit it. Normally, there is sin in co-education environments."
http://www.sistani.org/english/qa/01273/,"A woman, who is not obedient to her husband and does not carry out her matrimonial obligations, had, without his consent, left her matrimonial home and stayed with her parents for seven months. She, then went to a non-Islamic court, filed a divorce application, and demand maintenance and custody of the children. Has such a woman, who has violated her marital duties, any right in anything from her husband?","The said woman is not entitled to shari'i maintenance. As for her dowry and her right in nursing her offspring for the hawlayn (the two years), it should not be forfeited by virtue of nushouz (recalcitrance of the woman toward her husband) ."
http://www.sistani.org/english/qa/01222/,"It is recommended to perform hajj every year. However, there are many poor Muslims who are in dire need of food and clothing in various Muslim countries. If it comes to making a choice between spending the money for hajj repeatedly or ziyãrat (pilgrimage to the shrine of one of the Infallibles [a.s.]) and between giving in charity for those believers—which is more meritorious?","In principle, helping those needy Muslims is better than a recommended hajj or ziyãrat of the holy shrines. However, at times the hajj or the ziyãrat is associated with certain other issues that can elevate them to the same or even higher status of virtue."
http://www.sistani.org/english/qa/02662/,What is the Islamic law about someone who breaks his fast thinking it is not obligatory on him to fast?,"If he was certain that fasting is not obligatory on him, there is no kaffara on him nor is any fidya payable. However, Qadha is obligatory on him but if he was not certain about fasting not being obligatory, he should give both Qadha and kaffara. The kaffara is to feed sixty poor Shia Muslims by one mudd (750 grams) of foodstuffs to each 60 different needy Shia Muslims.  Qadha should be performed in the same year and if it is delayed until the next Ramadhan, he should give the Qadha and kaffara of 750 grams of food stuffs for each day to the poor. If the Qadha is delayed again in the following years, the kaffara is not repeated."
http://www.sistani.org/english/qa/02651/,I have a daughter who has attained the age of puberty and she must fast according to Islamic law but she is too weak to fast. How should she go about fasting?,"A person cannot abandon fast on account of weakness. However, if she is so weak that fasting becomes totally unbearable, there is no objection to her breaking the fast. However, the necessary precaution is that she should suffice to eating and drinking to the extent of necessity only and she should also observe the qadha after the month of Ramadhan and she will not be liable to any kaffara."
http://www.sistani.org/english/qa/01290/,"Is it obligatory to inform the man who wants to marry a woman from the Ahlul Kitab or a Muslim woman that she has not yet observed the waiting period (‘idda) of a divorce of a previous marriage, or that she is still in the ‘idda [during which marriage is forbidden for her]?",It is not obligatory.
http://www.sistani.org/english/qa/01208/,"I am a married man and live in a joint family system; my father, mother, grand father, my younger brother and my uncle live in my house; how about my wife's hijab in such a situation?","Your wife is Mahram to your father and grandfather only and not to your uncle or brother, and must observe Hijab from them (your uncle and brother)."
http://www.sistani.org/english/qa/01159/,"What about imported cheese from non-Muslim countries, if I do not exactly know the way it was made and its ingredients?",It is permissible for you to eat it.
http://www.sistani.org/english/qa/01232/,Who is a just person?,"A person is said to be just when he performs all those acts which are obligatory upon him, and refrains from all those things which are forbidden to him. And the sign of being just is that one is apparently of a good character, so that if inquiries are made about him from the people of his locality, or from his neighbours, or from those persons with whom he lives, they would confirm his good conduct."
http://www.sistani.org/english/qa/01276/,"Are collyrium and rings among the exceptions in Shari'ah?  In other words, is it permissible to wear in front of na-mahram men ?","Although these are among the exceptions and women can wear them in front of non-mahram men, it is necessary that they do not intend to show them to non-mahram and that wearing them does not generally entail any evil and she , at the same time, does not know that she will fall into a sin by wearing them. The precaution is to avoid wearing them in all situations."
http://www.sistani.org/english/qa/01131/,Is the third testimony a part of Adhan and Iqamah?,"Ash hadu anna Amiral Mu'minina 'Aliyyan Waliyyullah ( I testify that the Commander of the faithful, Imam Ali (AS) is the vicegerent of Allah) is not a part of Adhan and Iqamah, but it is good to say it after reciting Ash hadu anna Muhammadan Rasulul lah with the intention (Niyyat) of Qurbat (seeking nearness to Allah)."
http://www.sistani.org/english/qa/01271/,"A person used to make mistakes in the way he performed his wudhu (minor ablution) or ghusl (major ablution). After many years, he comes to realize his mistakes. When he inquires as how to solve his problem, he is told: ""Repeat all your prayers and perform the pilgrimage again."" Since saying all the prayers and doing the pilgrimage again is difficult, is there a solution which would salvage his prayers and pilgrimage performed with wudhu and ghusl that he thought was correct? Is there such a solution as a concession to this person so that he does not become disheartened and rebellions against religious obligations in a society which encourages such kind of rebellion?","If he was ignorant out of innocence, and therefore made mistakes without causing harm (e.g., did not follow the proper sequence in washing the head and the other parts of the body in ghusl; or did the wiping of the head or feet [mash] with a new water), then his wudhu and ghusl will be considered correct; and, consequently, his past prayers and pilgrimage will also be considered correct. 
But if he was ignorant out of negligence in learning the Islamic laws or did mistakes which do invalidate the act in general (e.g., leaving out some parts of the body which must be washed in wudhu or ghusl), there is no way to validate his past prayers and pilgrimage. 
However, if there is the fear that he would totally rebel when asked to make up all the past prayers and pilgrimage, then it is not appropriate to ask him to do so. Maybe Allah will improve his situation in future."
http://www.sistani.org/english/qa/01226/,"If a person doubts whether he performed Istibra or not, what should he do?","If a person doubts whether he has performed Istibra or not, and then discharges a liquid about which he is not sure whether it is Pak or not, that liquid is will be deemed najis, and if he has performed Wudhu it becomes void. However, if he doubts whe ther he performed the Istibra correctly or not, and a liquid is discharged about which he is not sure whether it is Pak or not, that liquid will be Pak, and it will not invalidate the Wudhu."
http://www.sistani.org/english/qa/01330/,"Is it permissible to be party to temporary marriage with a woman who is “known for adultery”, if no other woman is available and the person is in desperate need of marriage?","Based on obligatory precaution, one should refrain from marrying such a woman except after her repentance.."
http://www.sistani.org/english/qa/01262/,"I am 19 years old and a convert to Islam of five months. My question is, being a practitioner of Twelver Jaf'ari Islam is it permissible for me to pray behind a Sunni Imam for Salaatul-Jummah and for regular congregational prayers, and is it required to prostrate on Turbah inside a mosque?","Taking part in Friday and congregational prayers of the Ahl-e Sunnat is permissible in areas where Taqiyah (dissimulation) is required. If you are not going to face a problem, you should, as far as possible, prostrate on a stone or anything upon which Sajda (prostration) is permissible. Prostration on carpets in the case of Taqiyah or out of necessity is permissible and there would be no objection in it. But if you are not offering your prayers with them out of Taqiyah it is not necessary to attend their congregational prayers and you can offer your prayers separately."
http://www.sistani.org/english/qa/01200/,"Some people recite Quran and Dua on the tune of some songs, is this permissible?","If the recitation is not in a Lahvi manner, it is not Haram. (Lahvi means something that is provocative and suitable for revelry)."
http://www.sistani.org/english/qa/01314/,"What is the view on a man embracing another man with lust, and go about kissing one another with sexual desire? What if they go even further and enter the domain of deviant sexual behaviour?",All of this is harãm even if there might be difference in the degree of prohibition.
http://www.sistani.org/english/qa/01209/,Is hypnotism permissible?,"If it puts a person in harm’s way, it is harãm, and therefore forbidden."
http://www.sistani.org/english/qa/01242/,"A Muslim dies in a non-Muslim city that has no Muslim graveyard and the family of the deceased cannot transfer the body to a Muslim country because it cannot afford the cost of transportation. In such cases, is it obligatory upon the Islamic centers that are responsible for Muslims’ affairs to provide the cost of transportation? And is this obligatory upon the Muslims who reside in that city?","If burying the deceased in an appropriate grave in that same city or other city (excluding non-Muslim graveyards) depends on spending some money, and neither has he left any estate that can pay for it nor are the heirs capable of providing for it—then it is wãjib kifã’i upon the Muslims to provide for it. And it is permissible to count it from the religious or charitable dues applicable to him."
http://www.sistani.org/english/qa/01246/,"Just as many questions are asked about halãl and harãm music, many questions are asked about halãl and harãm songs. Is it correct to say that harãm songs are those that arouse sexual, lustful urges and promote unstable and degrading behaviour? Is it correct to say that songs that do not arouse lustful desires, but elevate the souls and thoughts to lofty levels like religious songs of praise dedicated to the Prophet Muhammad (s.a.w.) and the Imams (a.s.), or the songs that lift the spirits and morale [of the fighters] and the like are halãl songs?","All songs (al-ghinã’) are harãm. Based on the definition that we accept, al-ghinã’ is the entertaining expression by way of tunes that are common to those who provide entertainment and amusement.  In this prohibition, we should include the recitation of the Holy Qur’ãn, supplications (du‘ãs), and songs of praise of Ahlul Bayt (a.s.) uttered to the accompaniment of those tunes [that are used by the entertainers]. The prohibition of reciting other non-entertaining expressions —like songs intended to lift the morale [of fighters]— is based on compulsory precaution. However, the tune that cannot be described as such is not harãm by itself."
http://www.sistani.org/english/qa/01219/,What does Taqlid mean in religious laws?,"Taqlid in religious laws means acting according to the verdict of a Mujtahid. It is necessary for the Mujtahid who is followed, to be male, Shi'ah Ithna Ash'ari, adult, sane, of legitimate birth, living and just ('Adil). A person is said to be just whe n he performs all those acts which are obligatory upon him, and refrains from all those things which are forbidden to him. And the sign of being just is that one is apparently of a good character, so that if enquiries are made about him from the people of his locality, or from his neighbours, or from those persons with whom he lives, they would confirm his good conduct. And if one knows that the verdicts of the Mujtahids differ with regard to the problems which we face in every day life, it is necessary t hat the Mujtahid who is followed be A'lam (the most learned), who is more capable of understanding the divine laws than any of the contemporary Mujtahids."
http://www.sistani.org/english/qa/01254/,Is it necessary for a woman to compensate the prayers and fasts which she missed during menses?,"A woman must perform the Qaza of the FASTS which she has missed during her menstrual period. However, Qaza of prayers is not obligatory on her."
http://www.sistani.org/english/qa/01234/,"Some governments and some companies in non-Muslim as well as Muslim countries deposit the salaries of their employees directly into their accounts in the banks. The employee does not get the money in his hand, although he can withdraw it whenever he wants. Now, if the statement of his account shows that the money has surpassed his annual expenses, is khums obligatory on it?","Khums is obligatory in what has surpassed his annual needs, except in the case of a government employee in a Muslim state that deposits his salary into a state or private bank. In the latter case, khums would not be obligatory on the salary that has been deposited in the bank until he [physically] takes possession of it. Then the salary will be included in his income of that year and khums will become obligatory on what is in excess to that year’s expenses."
http://www.sistani.org/english/qa/01164/,"A wife neither obeys her husband nor fulfills her marital duties; she also goes out without his permission to stay with her own family for seven months. Then instead of having recourse to Islamic laws, she goes to a non-Islamic court in order to get spousal maintenance, custody of the children, and divorce from her husband. Does such a wife have the right in getting anything from her husband? In such a situation, when she goes to non-Islamic court it will apply non-Islamic laws to grant her divorce and her rights (spousal support and custody of children), does she deserve her full spousal rights?",The wife mentioned above does not deserve the spousal maintenance from a shari’a point of view. But her mahr (dowry) and her right of custody of children (under the age of two) should not be suspended because of her disobedience.
http://www.sistani.org/english/qa/01136/,Some men shave their beard and leave some hair on the chin alone. Is this sufficient according to Shariah?,"French-cut box beard is not sufficient as an obligatory precaution. In this ruling, you may refer to the next learned Mujtahid."
http://www.sistani.org/english/qa/01234/,Can I give my Sahm-e Imam to a local mosque for its reconstruction and renovation?,You should fix the amount that you want to give and then ask for ejaza (permission) from your Mujtahid.
http://www.sistani.org/english/qa/01251/,"At times we find the name or picture of fish on the cans and come to know that the fish is a scale fish. So, is it permissible for us to rely on the name or the picture in determining the category of fish, knowing well that a wrong statement of this kind would put the manufacturers in great loss or even more serious [situation] than just a loss?","If one is satisfied it is the truth, it is permissible to act upon it."
http://www.sistani.org/english/qa/01152/,"Even though some manufacturers write on their products that they have been made of natural silk, we doubt such a claim because of the goods being very cheap. Is it permissible for us to wear such an item and say salãt in it?","With doubt [whether the silk is pure], it is permissible to wear and perform prayers in it."
http://www.sistani.org/english/qa/01277/,"Are we allowed to donate our organs upon our death? For example our heart, liver, kidneys? Is the soul still attached to the body once we are dead, or is that not true?","It is permissible, but it is not  permissible, as a measure of precaution, to cut an organ of a dead Muslim if he bequeathed, unless a Muslim’s life is in danger."
http://www.sistani.org/english/qa/01210/,Can we eat a meal that has been cooked by a non-Muslim whose religion we do not know?,"It is permissible to eat the food and it is not necessary for the Muslim to question the person who prepared the food about his beliefs or disbeliefs, or whether or not he had touched the food, even if that inquiry is very convenient and natural for one who wants to ask."
http://www.sistani.org/english/qa/01188/,"Can a person brush his teeth during Ihram, if there is likelihood of bleeding?",It is permissible.
http://www.sistani.org/english/qa/01121/,"Is a mother allowed to abort the feotus, if she does not want it while the soul has not yet entered it and there is no serious danger to the mother’s life?","She is not allowed to do that, except if the continuation of the pregnancy would considerably harm her health or put her in an unbearable difficulty, then it is permissible before the soul enters the feoutus (i.e. the fourth month)."
http://www.sistani.org/english/qa/01180/,"Can one perform Eid prayers, (Eid al-Fitr or Eid al-Adha), at home, by myself, or must I recite these prayers in congregation at the mosque?",There is no problem in reciting the Eid prayers by yourself alone (Furada).
http://www.sistani.org/english/qa/01249/,"When a person is diagnosed as having ADIS, is it permissible for the doctor or is it obligatory on him to inform the patient’s relatives, especially their spouse?","It is permissible to inform them, if the patient or his guardian gives consent. It is obligatory if the survival —for a longer time span— of the patient depends on it. It is similarly obligatory, if he knows that by not informing them, the virus would infect them for not taking necessary precautions."
http://www.sistani.org/english/qa/01220/,"If I know that the bank will give me interest even without stipulating the conditions, is it permissible for me to deposit in a savings account that takes the form of a term-deposit?","Yes, it is permissible, as long as you do not stipulate the conditions of interest."
http://www.sistani.org/english/qa/01172/,Is it permissible for women to dance in front of other women or for men to dance in front of other men in a gender-wise segregated gathering?,"Dancing of women in front of women or dancing of men in front of other men is problematic, as a matter of obligatory precaution, one must refrain from it."
http://www.sistani.org/english/qa/01134/,"Are girls and women allowed to wear black coat and scarf all year round, even when it's not the months of Muharram &amp; Safar? 
Is it Makrooh?","There is no problem in it, and it is not abominable (Makrooh )"
http://www.sistani.org/english/qa/01131/,Is the recitation of Adhan and Iqama for daily prayers and other prayers compulsory (Wajib)?,"Adhan and Iqama for the daily obligatory prayers (i.e Fajr, Dhuhr, Asr, Maghreb and Isha), is recommended (Mustahab), however for the other obligatory and recommended prayers it is not been sanctioned in Islamic Law (they are not Mashru')."
http://www.sistani.org/english/qa/01167/,"When there is no heir for a deceased Muslim person in the foreign land, who should take charge of his burial?","If it is not possible to contact his heir and ask his consent in handling the burial procedures, the requirement of consent is lifted and it becomes obligatory, on basis of wajib kifã’i, on the Muslims to handle the burial."
http://www.sistani.org/english/qa/01149/,Is salat valid if the person uses cologne? Is cologne ritually pure?,"Yes, it is pure (Tahir) and Salat with it is correct."
http://www.sistani.org/english/qa/01281/,I am living in India and I have a lot of doubts about things I am using and I eating. What is my duty about such things?,"A well known religious law says: ""Everything is ritually pure for you unless you come to know that it is ritually impure."" This law declares everything to be pure unless one becomes sure a particular item has become impure. And as long as you are not sure that it has become ritually impure (najis), it is to be considered pure and you can apply all the rules of purity to it without any hesitation or doubt."
http://www.sistani.org/english/qa/01292/,"Is it permissible to draw or produce a scene which shows the Prophet Muhammad (s.a.w.), one of the past prophets or the infallible Imams (a.s.), or other luminaries and show it in cinema, on television or theatre?","If due deference and respect is observed, and the scene does not contain anything that would detract from their holy pictures in the minds [of the viewers], there is no problem."
http://www.sistani.org/english/qa/01220/,"Is it permissible to receive interest from a non-Muslim bank? What about taking loan with interest, is it permissible?",It is absolutely permissible to take interest from a non-Muslim bank. Even making a condition for obtaining interest is permissible. Taking a loan with an interest is not permissible unless one takes it with the intention of securing the money after which he considers it as loan given to him on behalf of Hakim Shar’a (Mujtahed).
http://www.sistani.org/english/qa/01237/,If I pray with a leather belt or a wallet made from leather of a mayta and realize it during the salat or after finishing it but before the end of its time span or after the ending of its time span-what would become of that prayer?,"The prayer with a wallet made from leather of a mayta is valid just as it is acceptable to pray with a belt made from such a leather, provided that the probability of it being from zabiha is not a very low probability that would be ignored by sensible people. 
In the second case [of very low probability], if he was ignorant [of this rule] and realized during salat, he should take it off immediately and his salat would be valid. The same rule would apply if he forgot [that he had the wallet or the belt on him] and remembered during salat, provided that his forgetfulness was not a result of carelessness and indifference. In other cases, he will have to repeat salat in time or qadha as a matter of obligatory precaution."
http://www.sistani.org/english/qa/01230/,What is Jabira?,The splint with which a wound or a fractured bone is bandaged or held tight and the medication applied to a wound etc. is called Jabira.
http://www.sistani.org/english/qa/01185/,Is Friday prayer obligatory?,"It is wajib-e takhyeri, meaning it is obligatory but optional at the same time; that is, if a person performs Friday prayer, he does not have to say Dhuhr (noon) prayer."
http://www.sistani.org/english/qa/01178/,Is mushroom a Halal vegetable?,"Yes, it is halal."
http://www.sistani.org/english/qa/01207/,"I am working in a company and supposed to shake hands with customers, male or female.  If don't do that, it would be considered impolite and there is a risk of losing my job and suffering the aftermath? What should I do?","A Muslim man is not allowed to shake hands with a woman without a barrier, such as gloves, unless refraining from shaking hands will put him in a considerable harm or unbearable difficulty. In the latter case, he is allowed to shake hands to the extent of necessity only."
http://www.sistani.org/english/qa/02656/,I am pregnant and would like to know whether I should fast or not.,"Fasting is not obligatory on a woman in an advanced stage of pregnancy, for whom fasting is harmful or for the child she carries. For every day, however, she should give one mudd (750 grams) of food to poor. In both the cases, she has to give qadha for the fasts which are left out. 
Also, if a woman who is not in an advanced stage of pregnancy but fasting is harmful or unbearably difficult, fasting is not wajib on her. She must keep the qadha later and there is no kaffara on her. 
In both case, if a woman fails to observe the Qadha of the missed fast until next Ramadhan, she must, as an obligatory precaution, give another kaffara because of delaying the Qadha."
http://www.sistani.org/english/qa/01225/,"Are girls and women allowed to wear black coat and scarf all year round, even when it's not Muharram?",It is permissible.
http://www.sistani.org/english/qa/01133/,"Is it permissible to buy a carving or statue of a human being or an animal, male or female, for decoration?","There is no problem in buying and selling it, however carving and making a statute of a human or animal is not permissible (obligatory precaution)."
http://www.sistani.org/english/qa/01123/,I am running a store and I have non-Muslim customers who want me to sell them alcoholic drinks. Can a Muslim buy and sell intoxicating alcohol to non-Muslims?,It is not permissible to buy and sell alcohol.
http://www.sistani.org/english/qa/01253/,Is it right to say ya Ali madad?,There is no objection in it.
http://www.sistani.org/english/qa/01253/,What is the concept of co-education in Islam?,"If religious standards are observed and if it entails no evil, there would be no objection in it."
http://www.sistani.org/english/qa/01226/,Why should we do Istibra and how is it done?,"Istibra is a recommended act for men after urinating. Its object is to ensure that no more urine is left in the urethra. There are certain ways of performing Istibra, and the best of them is that after the passing of urine, if the anus also becomes najis it is made clean first. 
Thereafter, the part between the anus and the root of penis should be pressed thrice, with the mid dle finger of the left hand. Then the thumb is placed on the penis, and the forefinger below it pressing three times up to the point of circumcision, then the front part of the penis should be jerked three times."
http://www.sistani.org/english/qa/01248/,What is the meaning of at-ta'arrub ba'd al-hijra which is one of the major sins?,"Some jurists have said that during our time, it applies to residing in countries that may cause the loss of faith. It means the migration of a person from a country -where it is possible for him to learn the obligatory religious teachings and laws, and where it is possible for him to fulfill his obligations and refrain from what is forbidden- to a country where this possibility does not exist fully or partially."
http://www.sistani.org/english/qa/01250/,I am virgin girl but independent financially. Is it is necessary to obtain my guardian's permission for marriage?,It is necessary to seek your father or paternal grandfather's permission.
http://www.sistani.org/english/qa/01238/,"Is it permissible to tell a lie, when there is a danger threatening your life?",It is permissible in the said supposition.
http://www.sistani.org/english/qa/01269/,"Is cream a barrier to water reaching the skin, and if so should it be removed prior to wudhu and ghusl?","Apparently the effect left on the skin after it is applied is nothing but just moisture, and so it does not constitute a barrier to water reaching the skin."
http://www.sistani.org/english/qa/01350/,"A person used to make mistakes in the way he performed his wudhu (minor ablution) or ghusl (major ablution). After many years, he comes to realize his mistakes. When he inquires as how to solve his problem, he is told: ""Repeat all your prayers and perform the pilgrimage again."" Since saying all the prayers and doing the pilgrimage again is difficult, is there a solution which would salvage his prayers and pilgrimage performed with wudhu and ghusl that he thought was correct? Is there such a solution as a concession to this person so that he does not become disheartened and rebellions against religious obligations in a society which encourages such kind of rebellion?","If he was ignorant out of innocence, and therefore made mistakes without causing harm (e.g., did not follow the proper sequence in washing the head and the other parts of the body in ghusl; or did the wiping of the head or feet [mash] with a new water), then his wudhu and ghusl will be considered correct; and, consequently, his past prayers and pilgrimage will also be considered correct. 
But if he was ignorant out of negligence in learning the Islamic laws or did mistakes which do invalidate the act in general (e.g., leaving out some parts of the body which must be washed in wudhu or ghusl), there is no way to validate his past prayers and pilgrimage. 
However, if there is the fear that he would totally rebel when asked to make up all the past prayers and pilgrimage, then it is not appropriate to ask him to do so. Maybe Allah will improve his situation in future."
http://www.sistani.org/english/qa/01255/,What are the minimum requirements of Hijab (Islamic modest dress) for a Muslim woman?,"Woman should conceal her body and hair from a man who is non-Mahram, and as an obligatory precaution, she should conceal herself even from a Na-baligh boy who is able to discern between good and evil, and could probably be sexually excited. But she can leave her face and hands upto wrists uncovered in the presence of Na-Mahram, as long as it does not lead him to casting a sinful, evil glance or her to doing something forbidden; for in both these cases, she must cover them."
http://www.sistani.org/english/qa/01125/,"Over the past thirty years, we have been placing candles in our local mosque as a sign of grief and lamentation. Can we give lamps to the mosque instead of burning candles?",There is no problem in it.
http://www.sistani.org/english/qa/01239/,"Banks in the West give loans —known as mortgage— to those who do not have enough money to buy houses; this is to be paid back in [weekly or monthly] instalments with a high rate of interest. Is a Muslim allowed to use this facility? If it is not permissible, is there a solution in your view for someone who claims that he needs the mortgage to buy his own residential house and does not possess enough money to pay for it?",It is permissible to take the money from the bank that is financed by non-Muslim government or private funds but not with the intention of loan. The knowledge that the bank will sooner or later force him to pay the capital as well as the interest does not affect [the lawfulness of] his taking the money.
http://www.sistani.org/english/qa/01159/,"(In the case of) imported cheese from non-Muslim countries, if it is known to contain rennet (anfahah) from a calf or a young goat, or an animal enzyme, is it permissible to consume it?",There is no objection in consuming them.
http://www.sistani.org/english/qa/01268/,"The floor of most houses in the West is covered with carpet which is glued to the floor in such a way that it is difficult to lift it off. How can such a carpet be rendered pure (tahir), if it becomes impure with urine or blood? The water used to purify in both the cases could be qalil or kathir. Please explain the ruling in both cases.","If it is possible to wipe the water off the carpet by using a piece of cloth or a vacuum cleaner, it can be purified with qalil water, provided that the water is wiped off the carpet, in the process. Conversely, it must be purified by kathir water [i.e., by using a hose pipe connected to the tap]."
http://www.sistani.org/english/qa/01135/,"What is the proper definition of 'backbiting'? Please, give some references from the Quran and Hadith also.","Backbiting means “speaking ill of a believer in their absence of someone with the purpose of disparaging him, no matter whether the alleged shortcoming was related to his body, lineage, behaviour, deeds, statements, religion, or life, and other defects which are [usually] concealed from the people. Similarly, it does not matter whether the description was done by words or by gesture.” 
Almighty Allãh condemned backbiting in His noble Book and has described it such that mind and body feel abhorrence towards it. He said, “And some of you should not backbite the others: would anyone of you like to eat the flesh of his dead brother? No, you abhor it.” (49:12) 
The Prophet (s.a.w.) said, “Be careful of backbiting because backbiting is worse than adultery, in that a person who commits adultery can repent and ask forgiveness from God, and Allãh can forgive him whereas Allãh will not forgive the backbiter until the person who was at the receiving end forgives him.”"
